id_cliente,nombre,apellido,sexo,correo,telefono,pais
983,Shelby,Wandless,Masculino,swandlessra@icio.us,273-454-9031,Venezuela
984,Carine,Mixhel,Otro,cmixhelrb@sciencedirect.com,825-695-0543,Colombia
985,Philippe,Juanes,Otro,pjuanesrc@tmall.com,723-542-6105,Argentina
986,Liza,Kimmins,Otro,lkimminsrd@godaddy.com,819-477-0502,Colombia
987,Ike,Arnoll,Masculino,iarnollre@telegraph.co.uk,733-595-1656,Colombia
988,Ardyth,Gilyatt,Masculino,agilyattrf@51.la,291-337-9017,Argentina
989,Alan,Arnett,Femenino,aarnettrg@wikimedia.org,812-324-8195,Peru
990,Jenine,Shillabear,Femenino,jshillabearrh@ed.gov,245-141-6425,Peru
991,Clay,Waiton,Otro,cwaitonri@jiathis.com,577-842-4187,Mexico
992,Karolina,Lockner,Femenino,klocknerrj@google.de,644-532-0260,Argentina
993,Orin,Gwilym,Masculino,ogwilymrk@sciencedirect.com,630-395-6442,Peru
994,Walton,Bartleet,Otro,wbartleetrl@cpanel.net,105-859-8924,Mexico
995,Jose,Ivanikhin,Femenino,jivanikhinrm@indiatimes.com,114-724-9033,Chile
996,Cybill,Gregoli,Femenino,cgregolirn@canalblog.com,401-321-5862,Peru
997,Claudian,Deignan,Masculino,cdeignanro@time.com,616-752-2513,Venezuela
998,Brana,Godmar,Masculino,bgodmarrp@networksolutions.com,619-593-0811,Mexico
999,Dru,Barme,Masculino,dbarmerq@geocities.com,291-283-9942,Mexico
1000,Mommy,Flasby,Femenino,mflasbyrr@a8.net,958-143-7544,Venezuela
